numero_expediente,empresa,estado,municipio_o_delegacion,clinica_veterinaria,farmacia_veterinaria,hospital_veterinario
2129-14-24,Cynthia del Carmen Zarazua Gonzalez,Jalisco,Zapopan,si,no,no
2130-14-24,Laura Medina Gomez,Jalisco,Chapala,si,no,no
24/09/2131,Yolanda Isela Silva de Leon,Ciudad de Mexico,Benito Juarez,si,no,no
2132-18-24,Jose Juan Rodriguez Gomez,Nayarit,Tepic,si,si,si
24/09/2133,Luvia Romero Perez,Ciudad de Mexico,Benito Juarez,si,no,no
24/09/2134,Eric Gonzalez Flores,Ciudad de Mexico,Tlalpan,si,si,no
2135-15-24,Paola Isabel Gonzalez Sanchez,Mexico,Naucalpan,si,no,no
24/09/2136,Adrian Emmanuel Iglesias Reyes,Ciudad de Mexico,Gustavo a Madero,si,no,no
24/09/2137,Beatriz Gabriela Gallardo Pacheco,Ciudad de Mexico,Coyoacan,si,no,no
2138-15-24,Jose Alejandro Razo Mendoza,Mexico,Huixquilucan,si,no,no
24/09/2139,Karina Beatriz Castro Barrios,Ciudad de Mexico,Tlalpan,si,si,no
24/09/2140,Veterinarias Plus Clinica Alamos S de Rl de CV,Ciudad de Mexico,Cuauhtemoc,si,no,no
24/02/2141,Xoxaf Sociedad de Responsabilidad Limitada de Capital Variable,Baja California,Tijuana,si,si,si
24/09/2142,Juan Antonio Francisco Rojas Vazquez,Ciudad de Mexico,Benito Juarez,si,no,no
2143-24-24,Pablo Daniel Lopez Derreza,San Luis Potosi,San Luis Potosi,si,no,no
2144-24-24,Jose Domingo Viramontes Azua,San Luis Potosi,Soledad de Graciano Sanchez,si,no,no
24/09/2145,Juan Manuel Torres Lopez,Ciudad de Mexico,Azcapotzalco,si,no,no
2146-15-24,Guillermo Perez Huerta,Mexico,Ecatepec,si,no,no
2147-15-24,Lizbeth Trinidad Guerrero,Mexico,Atizapan de Zaragoza,si,no,no
2148-19-24,Juan Carlos Muniz Guerra,Nuevo Leon,Monterrey,si,si,si
2149-16-24,Nora Guadalupe Tapia Perez,Michoacan,Morelia,si,no,no
24/09/2150,Erika Paola Jimenez Molotla,Ciudad de Mexico,Xochimilco,si,si,si
2151-14-24,Miguel Angel Dominguez Galvez,Jalisco,Tlaquepaque,si,no,no
2152-15-24,Tgh Dogs y Spa S de Rl de CV,Mexico,Naucalpan,si,no,no
2153-13-24,Cute Pet Veterinaria y Estetica Canina Sas de CV,Hidalgo,Benito Juarez,si,no,no
2154-19-24,Just Ruffus Mty SA de CV,Nuevo Leon,Santa Catarina,si,no,si
24/03/2155,Mauricio Antonio Ritchie Cesena,Baja California Sur,Los Cabos,si,si,si
2156-19-24,Ruffus Cervantino SA de CV,Nuevo Leon,Santa Catarina,si,no,si
24/09/2157,Raquel Ortiz Bautista,Ciudad de Mexico,Miguel Hidalgo,si,no,no
2158-14-24,Iveth Priscilla Flores Sandoval,Jalisco,Tlaquepaque,si,si,no
2159-28-24,Hilda Patricia Rodriguez Esquivel,Tamaulipas,Reynosa,si,no,no
24/09/2160,Demetrio Grau Mendoza,Ciudad de Mexico,Alvaro Obregon,si,no,no
2161-22-24,Pet Vet San Miguel Sc,Guanajuato,San Miguel de Allende,si,no,no
2162-18-24,Mariana Mena Alcantar,Nayarit,Tepic,si,no,no
24/09/2163,Ana Maria Otamendi Fernandez,Ciudad de Mexico,Benito Juarez,si,no,si
2164-14-24,Cesar Alejandro Cruz Serrano,Jalisco,Zapopan,si,no,no
2165-26-24,Lydia Janeth Rodriguez Miranda,Sonora,Agua Prieta,si,no,no
2166-26-24,Javier Alejandro Campoy Bencomo,Sonora,Hermosillo,si,no,no
24/08/2167,Mayela Guzman Peralta,Chihuahua,Juarez,si,no,no
24/01/2168,Municipio Aguascalientes,Aguascalientes,Aguascalientes,no,no,si
24/02/2169,Herlendi Lopez Morales,Baja California,Tijuana,si,no,no
24/05/2170,Ricardo Alejandro Salas Rodriguez,Coahuila,Torreon,si,no,no
2171-21-24,Blanca Iliana Olivera Rendon,Puebla,Puebla,si,si,no
2172-16-24,Arlen Natalia Nava Resendiz,Michoacan,Morelia,si,no,no
24/09/2173,Protectora Nacional de Animales Asociacion Civil,Ciudad de Mexico,Benito Juarez,no,no,si
24/09/2174,Alejandro Paolo Macias Olguin,Ciudad de Mexico,Iztacalco,si,no,no
24/09/2175,Jeorgina Sanchez Mendoza,Ciudad de Mexico,Magdalena Contreras,si,no,no
24/09/2176,Angelina Gutierrez Barroso,Ciudad de Mexico,Tlalpan,si,no,no
2177-15-24,Calidad Medica Veterinaria Japomenu Sas de CV,Mexico,Naucalpan,si,si,no
2178-24-24,Fabiola Sierra Schekaiban,San Luis Potosi,San Luis Potosi,si,no,no
24/09/2179,Daniel Eduardo Santana Malvaez,Ciudad de Mexico,Alvaro Obregon,si,no,no
24/09/2180,Jose Luis Ixta Arcos,Ciudad de Mexico,Benito Juarez,si,si,si
2181-23-24,Jose Alberto Olaf Gien Navarrete,Quintana Roo,Benito Juarez,si,no,no
2182-31-24,Danila de Jesus Ruiz Castillo,Yucatan,Merida,si,no,si
2183-24-24,Animalcity Vet SA de CV,San Luis Potosi,San Luis Potosi,si,no,si
24/09/2184,Hospital Veterinario Vip de Pequenas Especies SA de CV,Ciudad de Mexico,Gustavo a Madero,no,no,si
24/09/2185,Karina Adriana Montoya Ayala,Ciudad de Mexico,Benito Juarez,si,no,no
2186-15-24,Victor Bejar Gonzalez,Mexico,Acolman,si,si,si
2187-24-24,Abiud Arturo Esli Ibarra Ramos,San Luis Potosi,San Luis Potosi,si,no,no
24/09/2188,Silverio Samuel Sandoval Vazquez,Ciudad de Mexico,Coyoacan,si,no,no
2189-16-24,Jose Gerardo Ortiz Villanueva,Michoacan,Morelia,si,no,no
2190-28-24,Belen Guevara Castro,Tamaulipas,Ciudad Madero,si,no,no
2191-28-24,Fryam Fundacion de Rescate y Adopcion de Mascotas Ac,Tamaulipas,Reynosa,si,no,si
2192-15-24,Argelia Avila Herrera,Mexico,Tecamac,si,no,no
2193-26-24,Servicios Veterinarios de Sonora Animal Home Sas de CV,Sonora,Hermosillo,si,no,no
24/09/2194,Diego Alonso Hernandez Cannavino,Ciudad de Mexico,Coyoacan,si,no,si
2195-31-24,Dorita Diaz Canto,Yucatan,Merida,si,no,no
24/09/2196,Cuauhtemoc Garcia Rodriguez,Ciudad de Mexico,Cuauhtemoc,si,no,no
24/09/2197,Veronica de la Cruz Cabrera Cabello,Ciudad de Mexico,Benito Juarez,si,no,no
2198-24-24,Laura Guadalupe Rodriguez Padron,San Luis Potosi,San Luis Potosi,si,no,no
2199-23-24,Pablo Rojo Mendoza,Quintana Roo,Benito Juarez,si,no,no
2200-14-24,Luz Elena Tadeo Aguirre,Jalisco,Zapopan,si,no,no
2201-15-24,Sebastian Garcia Iglesias,Mexico,Chalco,si,no,si
24/09/2202,Ariana Yatzitl Martinez Cupil,Ciudad de Mexico,Tlahuac,si,si,no
2203-14-24,Ricardo Medina Bugarin,Jalisco,Zapopan,si,no,no
2204-15-24,Aremi Claudia Lujano Guzman,Mexico,Nezahualcoyotl,si,no,no
2205-18-24,The Third Wave Sociedad Anonima de Capital Variable,Nayarit,Bahia de Banderas,si,no,no
24/09/2206,Natalia Palestino Pamplona,Ciudad de Mexico,Benito Juarez,si,no,no
2207-15-24,Maria Eugenia Sanchez Zarate,Mexico,Chimalhuacan,no,no,si
2208-19-25,Dinorah Mabel Salinas Aranda,Nuevo Leon,Monterrey,si,no,no
2209-16-25,Oscar Ivan Sanchez Cruz,Michoacan,Morelia,si,no,no
25/09/2210,Marco Antonio Montes Mota,Ciudad de Mexico,Coyoacan,si,no,si
2211-14-25,Ninfa Victoria Pedroza Uribe,Jalisco,Guadalajara,si,no,no
2212-22-25,Pamela Lopez Mandujano,Queretaro,Corregidora,si,no,no
2213-26-25,Claudia Martinez Villasenor,Sonora,Hermosillo,si,no,no
2214-24-25,Andrea Radoux Ojeda,San Luis Potosi,San Luis Potosi,si,no,no
25/02/2215,Adolfo Molina Angulo,Baja California,Tijuana,si,no,no
25/02/2216,Sandra Amador Ramirez,Baja California,Mineral de la Reforma,si,no,si
2217-15-25,Elia Lucero Molina Zagal,Mexico,Ecatepec,si,no,si
25/11/2218,Berenice Gomez Velazquez,Guanajuato,Leon,si,no,no
25/09/2219,Paloma Blanca Zumaya Portilla,Ciudad de Mexico,Coyoacan,si,no,no
25/09/2220,Minerva Reynoso Reyes,Ciudad de Mexico,Venustiano Carranza,si,no,no
25/09/2221,Cesar Flores Gonzalez,Ciudad de Mexico,Gustavo a Madero,si,si,np
2222-14-25,Luis Edmundo Maciel Saldierna,Jalisco,Chapala,si,no,no
25/09/2223,Victor Manuel Loera Cabeza de Vaca,Ciudad de Mexico,Benito Juarez,si,no,si
25/02/2224,Helene Aurelia Morales Diaz,Baja California,Tijuana,si,no,si
2225-26-25,Sergio Miguel Garcia Moreno,Sonora,San Luis Rio Colorado,si,no,si
25/09/2226,Hospital de Especialidades Veterinarias Acova Sc,Ciudad de Mexico,Gustavo a Madero,si,no,si
25/09/2227,Hospital Veterinario Balbuena Sas de CV,Ciudad de Mexico,Venustiano Carranza,no,no,si
2228-19-25,Juan Gerardo Cervantes Vargas,Nuevo Leon,Santa Catarina,no,no,si
2229-15-25,Maria Alejandra Villegas Hernandez,Mexico,Metepec,si,no,no
2230-15-25,Ap C&S SA de CV,Mexico,Metepec,no,no,si
2231-15-25,Alejandro Gonzalez Hernandez,Mexico,Tlalnepantla de Baz,si,no,no
2232-14-25,Veterinarias Md S de Rl de CV,Jalisco,Zapopan,si,no,no
2233-24-25,Claudia Angelica Jimenez Ibanez,San Luis Potosi,San Luis Potosi,si,no,no
25/09/2234,Brenda Esmeralda Sandoval Tellez,Ciudad de Mexico,Coyoacan,si,no,no
2235-15-25,Diego Almazan Avina,Mexico,Metepec,si,no,no
2236-18-25,Jorge Enrique Aldana Razo,Nayarit,Bahia de Banderas,si,no,no
2237-15-25,Catalina Patino Holguin,Mexico,Toluca,si,si,si
25/09/2238,Edna Esther Barcenas Granados,Ciudad de Mexico,Coyoacan,si,no,no
2239-19-25,Aracely Alejandra Zamarripa Cobos,Nuevo Leon,San Nicolas de Los Garza,si,no,no
2240-14-25,Norma Liliana Rangel Hernandez,Jalisco,Zapopan,si,si,no
25/09/2241,Evelin Hernandez Mendez,Ciudad de Mexico,Gustavo a Madero,si,no,no
2242-19-25,Ricardo Palomo Garza,Nuevo Leon,Guadalupe,si,no,no
2243-28-25,Brigida Segura Romero,Tamaulipas,Reynosa,si,no,no
2244-16-25,Alejandro Garcia Loera,Michoacan,Uruapan,si,no,no
2245-19-25,Arturo Casas Martinez,Nuevo Leon,Apodaca,si,no,no
2246-15-25,Ana Cecilia Mariscal Danglot,Mexico,Naucalpan,si,no,no
2247-15-25,Alinee Balkis Pasquel Huerta,Mexico,Coacalco de Berriozabal,si,no,no
25/09/2248,Rafael Villalobos Penalosa,Ciudad de Mexico,Benito Juarez,si,no,no
25/05/2249,Alfredo Guillermo Wallace Encinas,Coahuila,Saltillo,si,no,no
2250-19-25,Brenda Lizeth Tolentino Aros,Nuevo Leon,Monterrey,si,no,no
25/09/2251,Hector Armando Luna Hernandez,Ciudad de Mexico,Azcapotzalco,si,si,si
2252-19-25,Cecilia Alejandra Gonzalez Luna,Nuevo Leon,Monterrey,si,si,no
2253-19-25,Martha Raquel Campos Rivera,Sinaloa,Culiacan,si,no,si
2254-31-25,Luis Manuel Rios Farfan,Yucatan,Merida,si,no,si
25/09/2255,Cuidados Veterinarios Integrales Para el Bienestar de Animales de Compania SA de CV,Ciudad de Mexico,Coyoacan,si,no,si
25/09/2256,Adrian Alberto Zuniga Palacios,Ciudad de Mexico,Benito Juarez,si,no,no
25/09/2257,Maria del Carmen Portillo Gonzalez,Ciudad de Mexico,Benito Juarez,si,no,no
2258-19-25,Viviana Yuritzi Heredia Plaza,Nuevo Leon,Garcia,si,no,no
2259-15-25,Veteri-Zone Grupo Veterinario S C,Mexico,Naucalpan,si,no,si
25/10/2260,Daniela Fernanda Berumen Frias,Durango,Gomez Palacio,si,no,si
25/09/2261,Zayra Pilar Medina Sanchez,Sin dato,Sin dato,si,no,no
25/01/2262,Grupo Hospetalia de Ags SA de CV,Aguascalientes,Aguascalientes,no,no,si
25/09/2263,Heidy Ortiz Pohlenz,Ciudad de Mexico,Cuauhtemoc,si,no,no
2264-09-25*,El Pata de Perro Mm Sas de CV,Ciudad de Mexico,Venustiano Carranza,si,no,si
2265-18-25,Gabriela Delgado Pena,Nayarit,Tepic,si,no,no
25/02/2266,Alba Rocio Zavala Moya,Baja California,Mexicali,si,no,no
25/09/2267,The Guardian Veterinarian Hospital SA de CV,Ciudad de Mexico,Alvaro Obregon,no,si,si
25/09/2268,Jesus de la Mora Medina,Ciudad de Mexico,Iztapalapa,si,si,si
2269-21-25,Edgar Eliosa Rodriguez,Puebla,Puebla,si,si,si
2270-28-25,Rene Garcia Cruz,Tamaulipas,Ciudad Madero,si,no,si
25/01/2271,Franquicias Barber Dog SA de CV,Aguascalientes,Aguascalientes,si,no,no
2272-21-25,Hugo Daniel Hernandez Flores,Puebla,San Andres Cholula,si,no,no
2273-15-25,Jaciel Isaac Hernandez Castillo,Mexico,Nezahualcoyotl,si,no,si
2274-19-25,Jose Gerardo Hernandez Alanis,Nuevo Leon,Monterrey,si,no,no
2275-19-25,Veterinaria Pets Mas Bet SA de CV,Nuevo Leon,Apodaca,si,no,no
25/09/2276,Jorge Octavio Sanchez Villa,Ciudad de Mexico,Cuajimalpa,si,no,no
2277-31-25,Julio Jose Basulto Poot,Yucatan,Merida,si,no,no
25/09/2278,Ursula Aline Lucas Navia,Ciudad de Mexico,Cuauhtemoc,si,no,no
2279-15-25,Luis Francisco Canas Granados,Mexico,Coacalco de Berriozabal,si,no,si
2280-14-25,Ana Cristina Solis Aguirre,Jalisco,Zapopan,si,no,si
25/09/2281,Sergio Simonin Borrajo,Ciudad de Mexico,Cuauhtemoc,si,no,si
2282-14-25,Elva Angelica Almanza Guzman,Jalisco,Tlajomulco de Zuniga,si,no,no
25/09/2283,Petit Petcare Center SA de CV,Ciudad de Mexico,Magdalena Contreras,no,no,si
2284-24-25,Alejandro Villela Reyes,San Luis Potosi,San Luis Potosi,si,no,no
25/02/2285,Reynaldo Mendez Rivas,Baja California,Tijuana,no,no,si
2286-15-25,Abraham Espana Soto,Mexico,Tecamac,no,no,si
25/09/2287,Rosa Maria Vazquez Alfaro,Ciudad de Mexico,Gustavo a Madero,no,no,si
25/09/2288,Hospitales Veterinarios San Patricio SA de CV,Ciudad de Mexico,Benito Juarez,no,no,si
25/09/2289,Maria Fernanda Briseno Cuevas,Ciudad de Mexico,Alvaro Obregon,si,no,no
25/09/2290,Miguel Angel Lopez Garza,Ciudad de Mexico,Coyoacan,si,no,si
25/09/2291,Dianina Lopez Leon,Ciudad de Mexico,Alvaro Obregon,si,no,no
25/12/2292,Celestina Alejandra Gallangos Cruz,Guerrero,Acapulco de Juarez,si,no,no
2293-24-25,Jose de Jesus Martin del Campo Soto,San Luis Potosi,San Luis Potosi,si,no,si
25/09/2294,Erika del Carmen Valdivieso Meza,Ciudad de Mexico,Tlahuac,si,no,si
